ExecutorID Executor1 -753585824
Executor -753585824 583644995029432
Executor -753585824 583645014861212
Executor -753585824 583645034896819
Executor -753585824 583645055004578
Executor -753585824 583645075135321
Frame 0 0 20723 26544 39732 48599 59816 
Frame 1 100326 19436 30004 39396 51139 59705 
Frame 2 199596 20581 30670 40248 48934 60494 
Frame 3 299577 20572 25703 40031 59741 59898 
Frame 4 400277 19535 27803 40378 53083 59591 
Frame 5 499810 20568 28732 40257 48006 60480 
Frame 6 600247 19595 29709 39875 53740 59834 
Frame 7 700313 19108 25908 40035 45946 59057 
Frame 8 799563 20100 32795 39925 54829 60290 
Frame 9 900397 19452 27037 39333 53085 59627 
Frame 10 999806 20595 28712 40246 54989 60521 
Frame 11 1100280 19553 26735 40248 56996 59302 
Frame 12 1200506 19580 30717 39260 45998 59305 
Frame 13 1299790 20583 33563 39855 46567 60128 
Frame 14 1399880 20578 26660 40001 52817 60261 
Frame 15 1499553 20593 27884 40222 51930 60445 
Frame 16 1600496 19574 29664 38947 53704 59225 
Frame 17 1700491 19573 24670 39957 58676 58842 
Frame 18 1800072 20592 32790 40210 53956 60259 
Frame 19 1900034 20580 27733 40272 44997 60569 
Frame 20 2000552 19585 29668 39180 56894 59417 
Frame 21 2099788 20539 32733 40384 46930 60477 
Frame 22 2200213 19350 26479 39831 53554 60100 
Frame 23 2299983 20181 25542 39906 54645 60170 
Frame 24 2400061 20320 26518 40066 57806 60101 
Frame 25 2499992 20379 29714 40221 59964 60108 
Frame 26 2599987 20542 32851 40312 51032 60568 
Frame 27 2700478 19531 27701 39231 56975 59489 
Frame 28 2800536 19506 27860 39406 45142 59680 
Frame 29 2900139 20582 33728 40256 49000 60542 
Frame 30 3000462 19541 24714 39216 56963 59493 
Frame 31 3099867 20510 31684 40104 49843 60389 
Frame 32 3200139 20412 33556 40089 54832 59943 
Frame 33 3300306 19104 29897 39992 50933 59032 
Frame 34 3399522 20089 25819 39931 44821 59929 
Frame 35 3500359 19449 28059 39481 48241 59773 
Frame 36 3600037 20557 29753 40058 53806 60327 
Frame 37 3700284 19553 29741 40052 47795 60103 
Frame 38 3799992 20575 33715 40256 54996 60522 
Frame 39 3900332 19557 29725 40268 50010 59548 
Frame 40 3999824 20585 33696 40226 45965 60506 
Frame 41 4100015 20549 28746 40156 59899 60054 
Frame 42 4199781 20343 31585 39737 44610 59801 
Frame 43 4300090 20602 31819 40357 45084 59597 
Frame 44 4400804 19577 30495 39013 55757 59277 
Frame 45 4499880 20539 29725 40248 55996 60373 
Frame 46 4599977 20533 29899 40424 45167 60670 
Frame 47 4700229 19553 25715 40233 45979 59239 
Frame 48 4799904 20415 33691 39905 48791 60226 
Frame 49 4899993 20531 30944 40248 57993 60511 
Frame 50 5000412 19552 28724 40268 59012 59153 
Frame 51 5100471 19540 25845 39245 45994 59536 
Frame 52 5199933 20576 34681 40100 51829 60352 
Frame 53 5300193 19530 27723 40245 54993 59293 
Frame 54 5400420 19550 24734 40271 48015 59539 
Frame 55 5499747 20200 31492 39601 53529 59664 
Frame 56 5599639 20133 34870 40007 48908 60044 
Frame 57 5699913 20255 28956 40343 56242 60718 
Frame 58 5800192 19239 26748 40302 50001 59522 
Frame 59 5900695 19340 28475 39038 49752 59279 
Frame 60 5999910 20329 29456 40001 44740 60277 
Frame 61 6100146 20584 27694 39991 54744 60272 
Frame 62 6200126 20572 33706 40267 45979 60515 
Frame 63 6300604 19325 24458 40007 54740 58973 
Frame 64 6400450 19545 24813 39361 48095 59595 
Frame 65 6499969 20541 26721 40260 55003 60508 
Frame 66 6600401 19550 27747 40284 53029 59483 
Frame 67 6699972 20542 30534 39840 54599 59938 
Frame 68 6800578 19549 33687 38927 44734 58970 
Frame 69 6900189 19538 33957 40489 46236 59538 
Frame 70 7000442 19484 30674 40208 49955 59494 
Frame 71 7099854 20321 33501 40037 52768 60298 
Frame 72 7200053 20556 24720 40261 47994 60540 
Frame 73 7300502 19552 23742 39261 58007 59464 
Frame 74 7399859 20540 25721 40251 59990 60130 
Frame 75 7499637 20545 25863 40396 54138 60681 
Frame 76 7599955 20546 25750 40287 50030 60558 
Frame 77 7700358 19551 27738 40280 60018 60135 
Frame 78 7799806 20121 31741 39832 44778 59861 
Frame 79 7899915 20143 28912 40048 56946 60073 
Frame 80 8000359 19247 31952 39350 44243 59706 
Frame 81 8099931 20524 27960 40255 51007 60536 
Frame 82 8200392 19545 31727 40026 46734 60292 
Frame 83 8300517 19590 26667 39208 51922 59422 
Frame 84 8399892 20579 26690 40053 50765 60302 
Frame 85 8500155 19560 29662 40199 52952 60515 
Frame 86 8600598 19554 25658 39221 47935 59459 
Frame 87 8699785 20510 27624 40135 48842 60374 
Frame 88 8799846 20369 29649 40050 48786 60250 
Frame 89 8900011 20314 28506 40029 44774 60211 
Frame 90 9000133 20336 30321 39868 50600 60130 
Frame 91 9100137 20209 24498 39955 47782 60250 
Frame 92 9200240 19536 28766 40075 58815 59989 
Frame 93 9299961 20518 29010 40551 47283 59729 
Frame 94 9400460 19531 30733 39239 55984 59521 
Frame 95 9499898 20508 31699 40237 46980 60507 
Frame 96 9600330 19338 25530 40070 48813 60346 
Frame 97 9700586 19556 26751 39050 48794 59323 
Frame 98 9799759 20550 27740 40279 54022 60558 
Frame 99 9899994 20539 29718 40268 54009 60535 
Frame 100 10000429 19359 27530 39725 51561 59725 
Frame 101 10119524 20117 26791 39909 54824 59931 
Frame 102 10199587 20135 25880 40001 46882 60014 
Frame 103 10299835 20450 32132 40596 48431 59754 
Frame 104 10400266 19558 28833 40367 46108 59609 
Frame 105 10499796 20586 33712 40248 54987 60409 
Frame 106 10600121 20577 24740 40236 58972 60164 
Frame 107 10700179 19566 27803 40114 47854 60401 
Frame 108 10800498 19549 23735 39276 45019 59554 
Frame 109 10899901 20539 27712 40258 54999 60521 
Frame 110 11000100 20569 25755 40287 48030 60568 
Frame 111 11100585 19556 32749 39301 54034 59568 
Frame 112 11199977 20542 29719 40448 49001 60534 
Frame 113 11300436 19549 24730 40279 58024 59275 
Frame 114 11400358 19240 27563 39884 57616 60040 
Frame 115 11500142 20478 25672 40205 57951 60260 
Frame 116 11600312 19325 24509 40045 52786 60320 
Frame 117 11700482 19527 23723 39266 44005 59517 
Frame 118 11799903 20583 31727 40057 51780 60307 
Frame 119 11900022 20597 31717 40287 46000 60526 
Frame 120 12000496 19577 26689 39264 50970 59496 
Frame 121 12099942 20586 32699 40244 44982 60538 
Frame 122 12200046 20583 34682 40258 53963 60352 
Frame 123 12300182 19523 28716 40246 45986 60141 
Frame 124 12399536 20114 29828 39928 53863 60006 
Frame 125 12499734 20135 28829 39963 52866 60040 
Frame 126 12600376 19429 30070 39608 51343 59879 
Frame 127 12699904 20519 34683 40224 48959 60488 
Frame 128 12799892 20275 24509 39947 46811 60264 
Frame 129 12899647 20374 31567 39835 54608 59760 
Frame 130 13000266 19456 27068 39607 53350 59880 
Frame 131 13100102 20591 32712 40282 48988 60559 
Frame 132 13200393 19331 32397 39976 59678 59810 
Frame 133 13300124 20555 29805 40356 57632 59771 
Frame 134 13400521 19494 25974 39319 52034 59571 
Frame 135 13499991 20790 29685 40168 59905 60072 
Frame 136 13599982 20566 27801 40143 52852 60382 
Frame 137 13699701 20525 27863 40119 49866 60165 
Frame 138 13799525 20574 25693 40036 47742 60257 
Frame 139 13900489 19231 23479 39658 56486 60005 
Frame 140 14000282 19568 29711 40025 46777 60328 
Frame 141 14100249 19557 23749 40292 55030 59559 
Frame 142 14200420 19594 26722 40296 52012 59544 
Frame 143 14300684 19552 33742 39286 49021 59585 
Frame 144 14399946 20543 31709 40035 44765 60306 
Frame 145 14499939 20539 29733 40271 54013 60434 
Frame 146 14600056 20548 25732 39892 51766 59869 
Frame 147 14700157 20106 26896 39985 55898 60028 
Frame 148 14819580 20133 33793 40259 47148 60621 
Frame 149 14900654 19476 28080 39378 57127 59654 
Frame 150 15000052 20550 29740 40259 49003 60555 
Frame 151 15100522 19547 26735 39255 53999 59446 
Frame 152 15199794 20548 31728 40014 55762 60288 
Frame 153 15299799 20590 34715 40238 58985 60169 
Frame 154 15400476 19531 25898 39200 48940 59492 
Frame 155 15499808 20382 24583 39822 56640 60178 
Frame 156 15599867 20580 26709 40189 60013 60101 
Frame 157 15699614 20338 31807 40342 46080 60611 
Frame 158 15800237 19559 33487 40023 48765 60304 
Frame 159 15900230 19591 30744 40063 44796 60066 
Frame 160 15999586 20457 24917 40351 51246 60680 
Frame 161 16099936 20518 27957 40485 59231 60483 
Frame 162 16200140 20587 27790 40330 52049 59558 
Frame 163 16300636 19571 33742 39279 47018 59530 
Frame 164 16399816 20539 33722 40031 44776 60202 
Frame 165 16499915 20533 24721 40260 49002 60309 
Frame 166 16600134 20547 31746 40277 57017 60279 
Frame 167 16700068 20537 32727 40269 46011 60551 
Frame 168 16800470 19288 29486 40021 57765 58997 
Frame 169 16900065 20115 32647 39745 51683 59768 
Frame 170 17000065 20112 27858 39967 54860 59965 
Frame 171 17100220 19137 26838 40063 54961 60438 
Frame 172 17200534 19477 31036 39502 53242 59782 
Frame 173 17300222 19310 30507 40046 44789 60134 
Frame 174 17400294 19501 24578 40138 46851 60177 
Frame 175 17500428 19586 32694 40234 46976 59515 
Frame 176 17600727 19554 25682 39259 53961 59498 
Frame 177 17699834 20431 34555 40079 49818 60336 
Frame 178 17799853 20309 27510 40012 54740 60037 
Frame 179 17899750 20513 26815 40360 56099 60620 
Frame 180 18000301 19535 32641 40169 53910 59597 
Frame 181 18099810 20541 26548 40068 59805 59952 
Frame 182 18200589 19213 23611 39821 58662 58861 
Frame 183 18300134 20555 31806 40328 58072 59307 
Frame 184 18399960 20539 26801 40324 45069 60594 
Frame 185 18500279 19565 24701 40218 59963 60089 
Frame 186 18600293 19552 32874 40318 52062 59584 
Frame 187 18699771 20539 28715 40255 49005 60494 
Frame 188 18799909 20512 34764 40211 50046 60459 
Frame 189 18900238 19559 30821 40303 59050 59207 
Frame 190 19000265 19559 24850 40156 49902 60326 
Frame 191 19100501 19546 32732 39252 58990 59193 
Frame 192 19199948 20131 29741 39867 45780 59897 
Frame 193 19300122 20115 26772 39920 45805 59927 
Frame 194 19400293 19452 27109 39545 56405 59864 
Frame 195 19500041 20555 32854 40351 52090 60637 
Frame 196 19600380 19232 28502 39645 56535 59674 
Frame 197 19700335 19147 27833 39986 55866 60007 
Frame 198 19799609 20143 28827 39973 51866 60008 
Frame 199 19899889 0 0 0 0 0 
